,Age,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Internet Type_DSL,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Customer Status
246,31,0,33.954017,-118.402447,0,1,0.0,8.0,34.7,34.7,0.0,34.7,1,1,1,0,Churned
247,24,0,32.555828,-117.040073,3,36,41.33,41.0,93.6,3366.05,1487.88,4837.37,0,1,1,0,Stayed
248,21,0,38.067204,-122.524004,0,23,38.69,69.0,90.6,1943.2,889.87,2828.34,0,1,1,0,Churned
249,21,3,37.03889,-121.528955,9,22,42.58,82.0,57.95,1271.8,936.76,2208.56,1,1,1,0,Stayed
250,56,0,34.19225,-118.776874,1,72,4.56,18.0,112.1,7965.95,328.32,8275.39,0,1,0,0,Stayed
251,31,0,37.654436,-122.426468,7,17,17.91,9.0,88.25,1460.65,304.47,1765.12,0,1,1,0,Churned
252,20,0,37.609095,-121.263381,0,3,10.6,73.0,85.8,272.2,31.8,304.0,0,1,1,0,Churned
253,31,0,37.311088,-121.961786,1,58,17.22,21.0,60.3,3563.8,998.76,4562.56,0,1,0,1,Churned
254,60,0,37.421633,-122.009613,1,67,45.25,18.0,81.35,5398.6,3031.75,8430.35,1,1,0,0,Stayed
255,72,0,33.634626,-117.874882,0,34,35.0,12.0,99.85,3343.15,1190.0,4533.15,0,1,0,1,Stayed
256,56,0,37.802071,-122.411004,0,10,4.42,0.0,20.0,198.7,44.2,242.9,0,0,1,0,Stayed
257,42,0,37.424342,-122.165641,0,69,18.47,28.0,85.35,5897.4,1274.43,7171.83,1,1,0,0,Stayed
258,38,0,34.137412,-118.207607,0,40,0.0,19.0,62.05,2511.55,0.0,2511.55,0,1,0,1,Stayed
259,64,0,37.474396,-120.875917,0,20,12.6,29.0,64.4,1398.6,252.0,1650.6,1,1,1,0,Stayed
260,61,1,34.099891,-118.414338,9,46,47.5,0.0,19.4,967.85,2185.0,3152.85,0,0,0,0,Stayed
261,28,0,33.890046,-117.455583,1,2,9.79,41.0,74.4,139.4,19.58,158.98,0,1,1,0,Churned
262,76,2,33.79499,-118.065591,1,1,15.28,30.0,70.45,70.45,15.28,85.73,0,1,1,0,Churned
263,44,0,36.822715,-119.761826,7,72,6.58,7.0,105.0,7589.8,473.76,8063.56,0,1,0,0,Stayed
264,28,3,33.081478,-117.033814,0,70,1.22,0.0,25.15,1790.15,85.4,1875.55,0,0,0,0,Stayed
266,25,3,33.054579,-117.25665,0,23,1.58,47.0,55.3,1284.2,36.34,1320.54,1,1,1,0,Stayed
267,58,0,38.486502,-121.334051,4,36,40.58,12.0,95.4,3474.2,1460.88,4935.08,0,1,1,0,Stayed
268,70,0,36.959731,-120.653519,0,59,10.78,15.0,93.85,5574.75,636.02,6202.64,0,1,1,0,Churned
269,24,0,41.336354,-124.044354,0,67,47.31,0.0,20.5,1430.95,3169.77,4600.72,0,0,0,0,Stayed
270,22,3,37.255479,-121.889838,4,72,8.33,59.0,105.55,7542.25,599.76,8152.01,0,0,0,0,Stayed
271,22,0,34.074492,-118.01462,0,37,24.04,59.0,101.9,3545.35,889.48,4434.83,0,1,1,0,Churned
272,36,1,36.624641,-121.647195,4,72,20.56,0.0,24.45,1709.1,1480.32,3189.42,0,0,0,0,Stayed
273,23,0,34.062095,-118.401508,10,72,27.97,0.0,19.7,1421.9,2013.84,3435.74,0,0,0,0,Stayed
274,21,2,33.940619,-117.9513,0,3,14.6,71.0,74.4,229.55,43.8,264.61,0,1,1,0,Churned
275,75,0,36.303793,-119.375646,0,54,33.49,8.0,101.5,5373.1,1808.46,7181.56,0,1,0,1,Churned
276,59,0,37.758085,-122.434801,1,60,35.22,16.0,95.75,5742.9,2113.2,7856.1,0,1,1,0,Churned
277,35,0,33.972119,-118.020188,8,58,37.95,18.0,110.65,6526.65,2201.1,8727.75,0,1,0,1,Stayed
278,64,0,33.778436,-118.118648,1,31,12.03,9.0,83.85,2674.15,372.93,3035.71,0,1,1,0,Stayed
280,20,0,34.9436,-115.287901,0,55,12.28,48.0,59.2,3175.85,675.4,3851.25,1,1,0,0,Stayed
281,58,0,37.222842,-121.988727,0,1,26.53,30.0,44.4,44.4,26.53,70.93,1,1,1,0,Churned
282,44,0,39.099204,-121.137962,1,49,14.21,23.0,85.3,4297.95,696.29,4994.24,0,1,1,0,Stayed
283,40,0,32.825086,-117.199424,0,8,0.0,16.0,25.5,215.2,0.0,215.2,1,1,1,0,Churned
284,72,0,36.391777,-119.372842,0,39,10.03,13.0,99.75,4036.0,391.17,4427.17,0,1,0,0,Stayed
285,43,0,37.343827,-121.883119,9,66,37.71,15.0,66.1,4428.45,2488.86,6917.31,1,1,0,0,Stayed
286,23,0,36.78979,-119.929894,7,15,34.63,0.0,20.55,295.95,519.45,815.4,0,0,0,1,Stayed
287,34,0,32.825086,-117.199424,1,51,47.72,23.0,98.85,4947.55,2433.72,7511.27,0,0,0,1,Stayed
288,74,0,37.521708,-120.426843,0,9,7.11,12.0,49.2,447.9,63.99,511.89,1,1,0,0,Stayed
289,54,0,34.150354,-118.518292,0,1,15.51,0.0,20.9,20.9,15.51,36.41,0,0,1,0,Churned
290,29,0,33.887676,-118.127289,0,25,3.58,0.0,19.5,516.3,89.5,605.8,0,0,0,1,Stayed
291,56,0,37.982716,-120.343732,9,22,48.68,18.0,87.0,1850.65,1070.96,2921.61,0,1,1,0,Stayed
292,40,0,34.129677,-117.154277,0,15,11.75,28.0,49.0,749.25,176.25,925.5,1,1,1,0,Stayed
293,37,0,38.067204,-122.524004,1,28,18.31,13.0,90.1,2598.95,512.68,3111.63,0,1,0,1,Churned
295,34,0,34.052917,-118.255178,3,47,38.15,14.0,100.5,4707.1,1793.05,6500.15,0,1,1,0,Stayed
296,21,0,33.864622,-118.179626,0,67,8.71,41.0,85.25,5714.2,583.57,6296.46,1,1,0,0,Stayed
297,78,0,33.141265,-116.967221,0,18,21.09,18.0,74.7,1294.6,379.62,1694.22,0,0,1,0,Stayed
298,47,0,40.198234,-120.18089,1,62,33.7,15.0,60.15,3753.2,2089.4,5842.6,0,1,0,0,Stayed
299,51,0,38.235021,-122.557332,0,41,6.16,12.0,80.55,3263.9,252.56,3516.46,1,1,0,1,Stayed
300,64,0,35.097323,-118.171288,0,44,18.42,22.0,50.15,2139.1,810.48,2949.58,1,1,1,0,Stayed
301,59,0,41.388397,-122.794636,0,53,33.88,6.0,94.45,5042.75,1795.64,6838.39,0,1,0,1,Stayed
302,44,0,38.343282,-122.9755,4,48,33.06,0.0,20.05,1036.0,1586.88,2622.88,0,0,0,0,Stayed
303,79,0,37.524721,-120.757977,2,54,43.71,12.0,115.6,6431.05,2360.34,8791.39,0,1,0,1,Stayed
304,28,0,34.358321,-117.618263,3,48,0.0,58.0,45.3,2145.0,0.0,2285.0,0,0,1,0,Churned
305,39,0,36.362741,-121.869685,0,24,25.68,6.0,99.65,2404.85,616.32,3021.17,0,1,1,0,Stayed
306,32,0,37.444314,-122.149996,0,33,34.85,27.0,80.6,2651.1,1150.05,3801.15,0,1,0,0,Stayed
307,58,0,37.84771,-120.486589,1,66,42.85,21.0,85.25,5538.35,2828.1,8366.45,1,1,0,0,Stayed
309,58,0,40.166028,-123.584144,0,13,0.0,13.0,35.4,450.4,0.0,550.4,0,0,0,0,Stayed
310,19,0,33.764018,-117.931507,1,63,13.45,69.0,83.5,5435.0,847.35,6282.35,1,1,0,0,Stayed
311,45,0,40.689243,-122.037023,0,23,38.81,28.0,83.8,1900.25,892.63,2792.88,0,1,1,0,Churned
312,26,1,38.674276,-121.961866,0,52,23.12,0.0,25.6,1334.5,1202.24,2536.74,0,0,0,0,Stayed
314,23,0,33.21846,-117.116916,0,10,30.3,73.0,56.75,503.25,303.0,836.25,1,0,1,0,Stayed
315,39,2,41.505916,-120.152505,10,72,14.17,0.0,20.1,1460.85,1020.24,2481.09,0,0,0,0,Stayed
316,62,0,33.794209,-118.317354,0,29,48.2,19.0,98.8,2807.1,1397.8,4204.9,0,1,1,0,Stayed
317,70,0,38.93496,-122.792243,8,62,22.74,18.0,104.85,6312.9,1409.88,7722.78,0,1,0,1,Stayed
318,34,0,38.689174,-121.218435,1,41,15.91,29.0,73.0,3001.2,652.31,3653.51,1,1,0,1,Churned
319,47,0,38.224869,-119.755729,0,43,49.13,25.0,77.85,3365.85,2112.59,5478.44,0,1,1,0,Churned
320,63,1,33.429488,-117.609432,0,26,2.48,19.0,105.45,2715.3,64.48,2779.78,0,1,0,0,Stayed
321,58,0,39.125311,-121.392283,9,19,10.68,23.0,96.8,1743.05,202.92,1945.97,0,1,1,0,Stayed
322,42,3,38.685069,-121.543709,8,72,47.6,0.0,24.25,1784.5,3427.2,5161.94,0,0,0,0,Stayed
323,74,0,40.160386,-120.835428,0,45,34.12,15.0,102.15,4735.35,1535.4,6270.75,0,1,0,1,Stayed
324,43,0,39.455555,-123.683979,0,32,15.52,12.0,64.85,2010.95,496.64,2507.59,1,1,0,1,Stayed
325,23,0,38.235021,-122.557332,0,41,41.21,0.0,25.25,996.45,1689.61,2686.06,0,0,1,0,Stayed
326,52,2,33.543835,-115.993906,4,65,36.5,0.0,24.75,1715.1,2372.5,4087.6,0,0,0,0,Stayed
327,37,1,33.867257,-118.330794,0,55,49.06,27.0,96.75,5238.9,2698.3,7937.2,0,1,1,0,Churned
328,48,2,34.567058,-117.362329,2,11,40.76,0.0,19.65,225.75,448.36,674.11,0,0,0,0,Stayed
329,58,0,32.984395,-117.013454,0,49,7.51,13.0,74.45,3721.9,367.99,4089.89,1,1,0,0,Stayed
330,49,0,37.051166,-122.056194,1,61,15.15,28.0,99.4,5943.65,924.15,6867.8,0,1,1,0,Stayed
331,49,2,34.406256,-119.726936,5,25,19.09,0.0,19.15,477.6,477.25,954.85,0,0,1,0,Stayed
332,41,0,40.053684,-120.743116,0,1,8.31,27.0,69.5,69.5,8.31,77.81,0,1,1,0,Churned
333,61,3,40.7666,-123.80458,0,23,25.85,53.0,49.45,1119.35,594.55,1713.9,0,1,0,1,Stayed
334,28,0,32.800671,-116.483363,0,21,28.54,42.0,73.7,1558.7,599.34,2158.04,0,1,1,0,Stayed
335,39,0,38.460517,-122.790335,0,1,33.88,26.0,79.7,79.7,33.88,113.58,0,1,1,0,Churned
336,78,0,37.266388,-122.26308,1,5,6.66,14.0,68.78999999999999,343.95,33.3,397.25,0,0,1,0,Churned
337,61,0,39.396585,-121.38029,10,24,32.86,30.0,74.4,1712.9,788.64,2501.54,0,1,0,1,Stayed
338,72,0,38.830739,-122.196202,0,27,16.94,11.0,88.3,2467.75,457.38,2925.13,0,1,1,0,Churned
339,41,0,33.885499,-117.324959,7,70,11.71,0.0,19.8,1397.65,819.7,2217.35,0,0,0,0,Stayed
340,78,0,38.591134,-121.161585,0,5,42.33,9.0,75.55,349.65,211.65,561.3,0,1,1,0,Churned
341,54,1,36.545353,-119.338535,1,46,45.92,0.0,20.2,917.45,2112.32,3029.77,0,0,0,0,Stayed
343,32,3,32.759327,-116.99726,9,57,26.67,0.0,20.1,1087.7,1520.19,2607.89,0,0,0,0,Stayed
344,41,0,40.171312,-121.120605,0,1,10.19,9.0,71.1,71.1,10.19,81.29,0,1,1,0,Churned
345,74,0,33.309852,-116.823091,3,60,27.68,26.0,100.5,6029.0,1660.8,7689.8,0,1,0,1,Stayed
346,57,0,32.99356,-117.207121,6,37,4.5,9.0,62.8,2278.75,166.5,2428.28,1,1,0,0,Stayed
347,42,0,37.350284,-121.852855,0,1,42.87,8.0,70.45,70.45,42.87,123.32,0,0,1,0,Churned
348,39,2,34.115192,-118.61017,8,28,7.73,13.0,100.35,2799.0,216.44,3015.44,0,1,0,1,Stayed
349,78,0,38.681651,-122.130569,0,24,18.39,0.0,20.3,459.95,441.36,901.31,0,0,0,0,Stayed
350,27,0,34.156629,-119.117218,0,62,23.88,47.0,92.05,5755.8,1480.56,7222.15,0,1,0,1,Stayed
351,39,0,33.801869,-117.995068,0,18,8.95,0.0,20.15,390.85,161.1,551.95,0,0,0,1,Churned
352,21,0,38.556306,-121.495817,0,5,3.61,69.0,54.2,308.25,18.05,326.3,1,1,1,0,Churned
353,58,3,38.029729,-121.387999,9,20,42.46,0.0,20.35,442.6,849.2,1291.8,0,0,1,0,Stayed
354,56,0,37.089111,-122.062213,0,1,26.0,8.0,70.75,70.75,26.0,96.75,0,1,1,0,Churned
355,26,0,40.704293,-122.803899,0,35,39.84,48.0,102.35,3626.1,1394.4,5020.5,0,1,0,1,Churned
356,78,0,34.231053,-118.338307,0,52,0.0,23.0,50.5,2566.3,0.0,2566.3,1,1,0,0,Stayed
357,25,0,33.527605,-116.666551,1,30,4.82,41.0,85.0,2624.25,144.6,2768.85,0,1,1,0,Churned
358,36,0,33.970343,-118.171368,7,72,0.0,17.0,42.1,2962.0,0.0,2962.0,0,1,0,0,Stayed
359,70,0,40.077028,-121.494168,0,15,46.38,19.0,75.65,1146.65,695.7,1842.35,0,1,1,0,Churned
360,36,2,32.695681,-116.798386,0,70,26.67,17.0,114.6,7882.5,1866.9,9749.4,0,1,0,0,Stayed
361,37,2,34.174493,-117.87068,0,66,32.12,17.0,65.7,4378.9,2119.92,6498.82,1,1,0,0,Stayed
362,68,0,33.362575,-117.299644,6,55,42.9,27.0,74.0,4052.4,2359.5,6411.9,0,1,0,0,Stayed
363,66,0,32.85723,-117.209774,2,55,42.82,27.0,85.45,4874.7,2355.1,7319.8,0,0,1,0,Churned
364,72,0,40.877552,-121.885884,2,57,48.16,10.0,71.1,4140.1,2745.12,6885.22,1,1,0,1,Stayed
365,34,0,38.128087,-121.4078,9,72,44.2,2.0,109.55,8165.1,3182.4,11347.5,0,1,0,0,Stayed
366,27,0,39.873371,-123.741474,3,28,42.33,0.0,20.5,563.05,1185.24,1748.29,0,0,1,0,Stayed
367,48,0,39.225634,-121.156163,8,54,14.18,25.0,74.55,4191.45,765.72,4957.17,1,1,0,0,Stayed
368,66,2,38.237018,-122.77872,6,24,4.06,28.0,79.85,1857.75,97.44,1955.19,0,1,0,0,Stayed
370,19,2,38.392821,-121.799917,0,12,19.38,0.0,21.05,235.8,232.56,468.36,0,0,1,0,Stayed
371,69,0,39.84784,-122.544556,0,51,24.92,11.0,79.6,3974.7,1270.92,5228.89,0,1,0,1,Stayed
372,64,0,33.53604,-116.119222,0,13,40.99,21.0,73.35,931.55,532.87,1415.4,1,1,1,0,Stayed
373,26,0,37.907777,-122.127161,0,58,47.47,69.0,70.1,4048.95,2753.26,6802.21,1,1,0,0,Stayed
374,43,0,34.099891,-118.414338,2,18,44.97,7.0,54.4,957.1,809.46,1766.56,0,1,0,1,Stayed
375,44,0,37.685052,-121.912061,6,29,49.96,0.0,19.55,521.8,1448.84,1970.64,0,0,0,0,Stayed
376,61,3,40.637105,-121.906949,9,72,21.84,30.0,74.55,5430.65,1572.48,7003.13,1,1,0,0,Stayed
377,39,1,37.724817,-122.224363,9,71,18.99,0.0,23.9,1626.4,1348.29,2974.69,0,0,0,0,Stayed
378,62,0,38.313447,-121.123886,0,70,0.0,11.0,44.6,3058.15,0.0,3058.15,1,1,0,0,Stayed
379,45,0,38.52576,-123.013347,0,9,19.22,10.0,95.5,829.1,172.98,1002.08,0,1,1,0,Churned
380,28,2,32.579134,-117.119009,5,20,38.71,48.0,95.5,1916.2,774.2,2690.4,0,1,1,0,Stayed
381,51,0,32.825086,-117.199424,0,69,29.38,9.0,78.6,5356.45,2027.22,7383.67,1,1,0,1,Churned
382,26,0,38.113533,-122.11926,0,63,21.45,85.0,104.5,6590.8,1351.35,7942.15,0,1,0,1,Stayed
383,38,0,36.798882,-120.019511,0,7,15.84,14.0,61.4,438.9,110.88,549.78,1,1,1,0,Stayed
384,19,1,34.091829,-118.491244,7,69,0.0,59.0,43.95,2960.1,0.0,2960.1,1,1,0,0,Stayed
385,34,1,37.720498,-122.443119,1,5,40.05,0.0,25.9,135.0,200.25,335.25,0,0,1,0,Churned
386,38,0,40.448632,-122.306657,0,9,32.57,13.0,80.55,653.9,293.13,944.75,0,1,1,0,Stayed
387,32,1,40.243494,-121.154733,10,46,49.26,18.0,99.65,4630.2,2265.96,6886.81,0,1,0,0,Stayed
388,76,0,37.394536,-120.890747,10,60,17.05,21.0,97.95,5867.0,1023.0,6890.0,0,1,0,1,Stayed
389,70,0,36.622237,-119.521126,1,27,39.49,7.0,95.55,2510.2,1066.23,3576.43,0,1,1,0,Churned
390,19,0,37.371862,-121.860349,2,16,27.83,52.0,90.7,1374.9,445.28,1820.18,0,1,1,0,Stayed
391,23,0,32.790282,-115.689559,4,22,4.01,53.0,83.3,1845.9,88.22,1934.12,0,1,1,0,Churned
392,21,1,33.890046,-117.455583,7,41,14.73,82.0,101.6,3930.55,603.93,4534.48,0,1,0,1,Stayed
393,76,0,39.203817,-121.19584,0,4,35.67,8.0,72.75,317.75,142.68,460.43,0,1,0,0,Stayed
394,63,0,37.339533,-121.777179,0,24,44.09,9.0,88.95,2072.75,1058.16,3130.91,0,1,1,0,Stayed
395,43,0,35.339796,-119.023552,0,38,43.19,0.0,20.3,743.05,1641.22,2384.27,0,0,0,0,Stayed
396,19,0,40.053684,-120.743116,0,25,28.05,85.0,78.35,1837.9,701.25,2539.15,0,1,1,0,Stayed
397,41,0,41.405193,-123.008567,8,40,39.22,27.0,80.0,3168.75,1568.8,4695.81,0,1,1,0,Stayed
398,48,0,39.493991,-122.286363,0,8,37.79,25.0,49.85,365.55,302.32,664.86,0,0,1,0,Churned
399,35,3,38.549822,-121.266725,1,13,40.2,0.0,19.85,252.0,522.6,774.6,0,0,1,0,Stayed
400,21,1,37.971751,-122.611873,0,64,34.58,27.0,91.8,5960.5,2213.12,8173.62,0,1,1,0,Stayed
401,32,0,40.557314,-124.081662,1,62,48.58,13.0,100.15,6283.3,3011.96,9295.26,0,1,1,0,Churned
402,51,0,38.434362,-122.86891,0,20,43.49,28.0,69.8,1540.35,869.8,2410.15,0,1,1,0,Stayed
403,53,0,35.490705,-119.286833,1,14,0.0,12.0,46.35,667.7,0.0,667.7,1,1,1,0,Churned
404,21,0,33.362575,-117.299644,0,57,36.14,48.0,69.75,3894.4,2059.98,5954.38,0,1,0,0,Stayed
405,41,1,34.007353,-118.033683,0,12,27.07,29.0,69.85,837.5,324.84,1162.34,0,1,1,0,Stayed
406,40,2,35.746484,-121.223355,0,59,42.37,0.0,25.45,1534.05,2499.83,4033.88,0,0,0,0,Stayed
407,40,0,37.722727,-122.02157,4,59,8.28,22.0,75.95,4542.35,488.52,5030.87,1,1,0,0,Stayed
408,62,0,39.082568,-121.55325,0,53,26.21,0.0,19.75,1052.35,1389.13,2441.48,0,0,0,0,Churned
409,33,0,33.215251,-116.53633,3,45,39.82,13.0,78.75,3600.65,1791.9,5392.55,1,1,0,1,Stayed
410,55,0,36.789213,-119.140338,5,50,1.87,0.0,19.8,1013.2,93.5,1106.7,0,0,0,0,Stayed
411,35,0,39.239818,-123.565432,1,20,18.05,5.0,89.0,1820.45,361.0,2181.45,0,1,1,0,Churned
412,77,0,33.22784,-117.200024,0,1,0.0,15.0,25.25,25.25,0.0,25.25,1,1,1,0,Churned
413,38,3,37.023669,-121.946461,1,70,38.63,0.0,19.2,1401.4,2704.1,4105.5,0,0,0,0,Stayed
414,74,0,40.692523,-122.369876,1,1,0.0,18.0,25.05,25.05,0.0,25.05,0,1,1,0,Churned
415,61,0,34.238802,-118.482296,5,64,0.0,27.0,47.85,3147.5,0.0,3147.5,1,1,0,0,Churned
416,62,0,38.602723,-121.279913,0,49,19.08,24.0,75.2,3678.3,934.92,4633.22,0,0,1,0,Churned
417,60,0,35.652242,-119.4464,0,28,44.28,5.0,74.9,2068.55,1239.84,3308.39,0,1,1,0,Churned
418,32,0,33.787165,-117.931889,1,72,47.83,27.0,111.9,8071.05,3443.76,11514.81,0,1,0,0,Stayed
419,47,0,34.167465,-118.165327,0,13,34.18,19.0,81.9,1028.9,444.34,1473.24,0,1,1,0,Stayed
420,41,1,40.689243,-122.037023,1,4,39.04,0.0,18.85,84.2,156.16,240.36,0,0,1,0,Stayed
421,62,0,37.943954,-120.67108,0,53,10.32,0.0,18.7,1005.7,546.96,1552.66,0,0,0,0,Stayed
422,54,0,33.667145,-117.732135,1,63,21.15,24.0,81.55,5029.05,1332.45,6361.5,0,1,1,0,Stayed
423,41,0,34.15136,-118.364786,0,10,0.0,29.0,29.6,299.05,0.0,299.05,0,1,0,0,Stayed
424,29,0,33.988572,-118.186565,0,56,48.87,0.0,19.95,1126.75,2736.72,3863.47,0,0,0,1,Stayed
425,28,0,34.370378,-118.504118,0,10,34.44,69.0,45.55,402.6,344.4,747.0,0,1,1,0,Churned
426,50,0,38.147852,-120.440124,0,65,2.72,16.0,93.55,6069.25,176.8,6276.05,0,0,0,1,Stayed
428,77,0,32.85723,-117.209774,0,21,0.0,8.0,40.00476190476191,840.1,0.0,840.1,0,1,1,0,Churned
429,40,1,40.4785,-124.301372,5,29,34.44,0.0,20.2,558.8,998.76,1557.56,0,0,0,0,Stayed
430,55,0,40.839958,-124.003757,7,72,37.98,0.0,24.15,1776.45,2734.56,4511.01,0,0,0,0,Stayed
431,49,0,33.507255,-117.029473,1,22,19.8,17.0,67.5,1544.05,435.6,1979.65,0,1,0,1,Churned
432,64,0,37.99272,-122.575026,0,23,3.55,4.0,90.05,2169.8,81.65,2224.07,0,1,1,0,Churned
433,33,0,37.553469,-120.952825,0,40,23.74,22.0,70.75,2921.75,949.6,3871.35,1,1,0,1,Stayed
434,30,0,38.35363,-121.44195,0,2,17.22,30.0,76.5,162.45,34.44,196.89,0,1,1,0,Churned
435,40,0,38.392559,-121.225093,5,13,29.92,21.0,84.05,1095.3,388.96,1460.29,0,1,1,0,Churned
436,39,0,40.586588,-122.903677,0,16,18.99,30.0,95.6,1555.65,303.84,1859.49,0,1,1,0,Churned
437,28,0,33.972293,-116.654195,0,67,37.5,30.0,102.95,6886.25,2512.5,9398.75,0,1,1,0,Churned
438,19,1,39.176595,-121.291692,3,72,5.7,0.0,21.0,1493.75,410.4,1904.15,0,0,0,0,Stayed
440,73,0,34.174493,-117.87068,1,47,38.31,7.0,80.35,3825.85,1800.57,5716.42,0,0,1,0,Churned
441,69,0,37.40122,-120.514191,0,4,6.18,12.0,70.65,293.85,24.72,318.57,0,1,1,0,Stayed
442,71,0,33.482243,-116.827173,0,18,7.51,24.0,73.55,1359.45,135.18,1494.63,0,1,0,0,Stayed
443,45,0,35.097323,-118.171288,1,21,42.65,3.0,104.4,2157.95,895.65,3053.6,0,1,1,0,Churned
444,58,2,37.22565,-122.297533,5,62,42.05,20.0,70.75,4263.45,2607.1,6870.55,1,1,0,1,Stayed
445,32,0,37.449537,-121.994813,0,7,9.25,29.0,98.05,713.0,64.75,777.75,0,1,1,0,Churned
446,34,0,33.745746,-116.514215,0,29,10.06,25.0,48.95,1323.7,291.74,1615.44,1,1,1,0,Stayed
447,35,0,34.133809,-117.523724,1,48,44.72,13.0,60.6,2985.25,2146.56,5231.81,1,0,0,1,Stayed
448,43,3,36.625114,-121.823565,7,53,31.86,56.0,78.75,3942.45,1688.58,5631.03,1,1,0,1,Stayed
449,38,3,40.923558,-122.059933,0,6,30.01,0.0,19.0,105.5,180.06,285.56,0,0,0,1,Stayed
450,56,0,41.269521,-123.546958,8,22,7.68,7.0,56.25,1292.2,168.96,1561.16,1,0,0,1,Stayed
451,76,0,39.333737,-120.858667,0,1,0.0,26.0,25.8,25.8,0.0,45.8,1,0,1,0,Churned
452,21,0,38.471049,-123.015549,7,72,34.95,48.0,99.4,7285.7,2516.4,9802.1,0,1,0,0,Stayed
453,80,0,34.097863,-116.594561,4,34,29.66,29.0,85.2,2874.45,1008.44,3882.89,0,1,1,0,Stayed
454,45,0,38.123544,-121.159078,3,48,17.03,15.0,69.55,3435.6,817.44,4253.04,1,1,0,1,Stayed
455,20,0,38.439696,-122.668817,8,21,0.0,59.0,28.5,629.35,0.0,629.35,1,1,1,0,Stayed
456,47,0,33.942895,-117.725644,0,71,16.57,5.0,97.65,6687.85,1176.47,7864.32,0,1,0,1,Stayed
459,78,0,39.108252,-123.645121,9,32,43.54,3.0,93.5,2970.8,1393.28,4364.08,0,1,0,0,Stayed
461,20,0,35.559617,-118.925185,0,63,42.59,85.0,71.9,4479.2,2683.17,7162.37,1,1,0,0,Stayed
462,61,2,33.881158,-117.854783,1,72,28.86,20.0,116.4,8543.25,2077.92,10621.17,0,1,0,0,Stayed
463,33,0,37.527497,-122.230941,0,53,12.92,19.0,105.55,5682.25,684.76,6367.01,0,1,0,0,Stayed
464,73,0,39.710591,-123.682799,1,1,37.3,8.0,69.25,69.25,37.3,106.55,0,1,1,0,Churned
465,29,1,36.751489,-119.68072,1,50,31.83,47.0,75.5,4025.6,1591.5,5717.1,0,0,0,1,Stayed
466,62,0,38.578604,-122.024579,1,15,40.7,29.0,101.1,1504.05,610.5,2114.55,0,1,1,0,Churned
467,40,0,33.992416,-117.807874,7,21,14.81,25.0,86.05,1818.9,311.01,2129.91,0,1,1,0,Stayed
468,42,0,34.647959,-117.296957,1,1,12.04,5.0,95.0,95.0,12.04,107.04,0,1,1,0,Churned
469,74,0,33.845706,-118.012204,0,2,9.86,21.0,70.75,154.85,19.72,174.57,0,1,1,0,Churned
470,24,0,37.941456,-122.320968,1,65,26.75,51.0,72.45,4653.85,1738.75,6378.37,0,1,0,1,Churned
471,61,1,41.764869,-122.671316,3,52,16.87,24.0,85.8,4433.3,877.24,5310.54,0,1,1,0,Stayed
472,42,0,34.002028,-118.430656,0,13,35.4,18.0,83.2,1060.6,460.2,1520.8,0,1,1,0,Churned
473,20,0,37.954089,-121.329761,0,4,18.28,0.0,19.65,67.55,73.12,140.67,0,0,1,0,Stayed
474,65,0,36.798882,-120.019511,0,46,2.37,20.0,110.0,4874.8,109.02,4983.82,0,1,0,1,Churned
475,24,0,34.167465,-118.165327,5,53,40.62,73.0,94.85,5000.2,2152.86,7134.51,0,1,0,1,Churned
476,41,0,38.734997,-121.463719,0,40,16.73,14.0,105.95,4335.2,669.2,5004.4,0,1,0,1,Stayed
477,64,1,34.238802,-118.482296,0,23,8.4,27.0,54.15,1312.45,193.2,1545.65,0,0,1,0,Stayed
478,19,0,34.017697,-118.200577,0,4,6.91,53.0,85.65,338.9,27.64,366.54,0,1,1,0,Churned
479,45,0,34.130992,-118.894673,1,57,0.0,22.0,58.75,3437.45,0.0,3437.45,0,1,1,0,Stayed
480,56,6,32.759327,-116.99726,6,49,8.18,53.0,95.4,4613.95,400.82,5014.77,0,1,1,0,Stayed
481,45,0,34.037342,-119.80079,0,9,32.31,24.0,68.25,576.95,290.79,867.74,0,1,1,0,Stayed
482,28,0,39.197215,-120.83679,0,4,26.16,85.0,101.7,364.55,104.64,467.71,0,1,1,0,Churned
483,64,0,32.747484,-117.166877,1,61,10.94,0.0,20.25,1278.8,667.34,1940.99,0,0,0,0,Stayed
484,79,0,38.121601,-120.133915,0,70,47.27,3.0,75.5,5212.65,3308.9,8521.55,0,1,0,0,Stayed
485,56,0,37.441931,-121.878502,1,13,14.32,4.0,65.85,902.25,186.16,1088.41,1,1,1,0,Stayed
486,32,0,34.093781,-118.381061,0,34,45.28,27.0,65.0,2157.5,1539.52,3697.02,0,1,1,0,Stayed
487,70,0,38.002125,-121.324979,0,9,17.56,27.0,74.55,622.9,158.04,747.69,0,1,1,0,Churned
488,77,0,36.902954,-120.194274,0,57,2.21,11.0,93.75,5625.55,125.97,5751.52,0,1,0,0,Stayed
489,52,0,33.925833,-117.559639,0,12,36.24,30.0,61.65,713.75,434.88,1148.63,1,1,1,0,Churned
